 Epoch : 0 , Step : 100 , Loss : 3817.250496 , Error: 0.559500 , lr :0.001000
 Epoch : 0 , Step : 200 , Loss : 2489.261782 , Error: 0.315000 , lr :0.001000
 Epoch : 0 , Step : 300 , Loss : 1869.619856 , Error: 0.259500 , lr :0.001000
 Epoch : 0 , Step : 400 , Loss : 1649.590667 , Error: 0.254500 , lr :0.001000
 Epoch : 0 , Step : 500 , Loss : 1481.106749 , Error: 0.224000 , lr :0.001000
 Epoch : 0 , Step : 600 , Loss : 1434.466260 , Error: 0.227000 , lr :0.001000
 Epoch : 0 , Step : 700 , Loss : 1476.297225 , Error: 0.237000 , lr :0.001000
 Epoch : 0 , Step : 800 , Loss : 1392.109958 , Error: 0.225000 , lr :0.001000
 Epoch : 0 , Step : 900 , Loss : 1338.383387 , Error: 0.212500 , lr :0.001000
 Epoch : 0 , Step : 1000 , Loss : 1277.459331 , Error: 0.211500 , lr :0.001000
 Epoch : 0 , Step : 1100 , Loss : 1289.650017 , Error: 0.208000 , lr :0.001000
 Epoch : 0 , Step : 1200 , Loss : 1283.218300 , Error: 0.213000 , lr :0.001000
 Epoch : 0 , Step : 1300 , Loss : 1343.144330 , Error: 0.221500 , lr :0.001000
 Epoch : 0 , Step : 1400 , Loss : 1238.703879 , Error: 0.203000 , lr :0.001000
 Epoch : 0 , Step : 1500 , Loss : 1241.446955 , Error: 0.199000 , lr :0.001000
 Epoch : 0 , Step : 1600 , Loss : 1237.556936 , Error: 0.201500 , lr :0.001000
 Epoch : 0 , Step : 1700 , Loss : 1146.240085 , Error: 0.189500 , lr :0.001000
 Epoch : 0 , Step : 1800 , Loss : 1182.849364 , Error: 0.187500 , lr :0.001000
 Epoch : 0 , Step : 1900 , Loss : 1250.252098 , Error: 0.202500 , lr :0.001000
 Epoch : 0 , Step : 2000 , Loss : 1220.274433 , Error: 0.203500 , lr :0.001000
 Epoch : 0 , Step : 2100 , Loss : 1208.731812 , Error: 0.191000 , lr :0.001000
 Epoch : 0 , Step : 2200 , Loss : 1149.924476 , Error: 0.189000 , lr :0.001000
 Epoch : 0 , Step : 2300 , Loss : 1184.839214 , Error: 0.198000 , lr :0.001000
 Epoch : 0 , Step : 2400 , Loss : 1165.591449 , Error: 0.196500 , lr :0.001000
 Epoch : 0 , Step : 2500 , Loss : 1128.073746 , Error: 0.175000 , lr :0.001000
 Epoch : 0 , Step : 2600 , Loss : 1174.939350 , Error: 0.193500 , lr :0.001000
 Epoch : 0 , Step : 2700 , Loss : 1143.940420 , Error: 0.191000 , lr :0.001000
 Epoch : 1 , Step : 2800 , Loss : 1077.844843 , Error: 0.177500 , lr :0.001000
 Epoch : 1 , Step : 2900 , Loss : 1117.014266 , Error: 0.179500 , lr :0.001000
 Epoch : 1 , Step : 3000 , Loss : 1085.667943 , Error: 0.175000 , lr :0.001000
 Epoch : 1 , Step : 3100 , Loss : 1047.484156 , Error: 0.183000 , lr :0.001000
 Epoch : 1 , Step : 3200 , Loss : 1026.136581 , Error: 0.171500 , lr :0.001000
 Epoch : 1 , Step : 3300 , Loss : 1053.724258 , Error: 0.168500 , lr :0.001000
 Epoch : 1 , Step : 3400 , Loss : 1021.766764 , Error: 0.170500 , lr :0.001000
 Epoch : 1 , Step : 3500 , Loss : 988.277321 , Error: 0.162500 , lr :0.001000
 Epoch : 1 , Step : 3600 , Loss : 980.445435 , Error: 0.153000 , lr :0.001000
 Epoch : 1 , Step : 3700 , Loss : 926.765713 , Error: 0.145000 , lr :0.001000
 Epoch : 1 , Step : 3800 , Loss : 963.262720 , Error: 0.159500 , lr :0.001000
 Epoch : 1 , Step : 3900 , Loss : 962.731126 , Error: 0.156000 , lr :0.001000
 Epoch : 1 , Step : 4000 , Loss : 939.247125 , Error: 0.150000 , lr :0.001000
 Epoch : 1 , Step : 4100 , Loss : 904.556413 , Error: 0.138000 , lr :0.001000
 Epoch : 1 , Step : 4200 , Loss : 870.283866 , Error: 0.136000 , lr :0.001000
 Epoch : 1 , Step : 4300 , Loss : 852.671374 , Error: 0.131500 , lr :0.001000
 Epoch : 1 , Step : 4400 , Loss : 886.387669 , Error: 0.136000 , lr :0.001000
 Epoch : 1 , Step : 4500 , Loss : 896.846169 , Error: 0.147500 , lr :0.001000
 Epoch : 1 , Step : 4600 , Loss : 817.717386 , Error: 0.128000 , lr :0.001000
 Epoch : 1 , Step : 4700 , Loss : 855.636877 , Error: 0.140500 , lr :0.001000
 Epoch : 1 , Step : 4800 , Loss : 881.327322 , Error: 0.149000 , lr :0.001000
 Epoch : 1 , Step : 4900 , Loss : 821.793587 , Error: 0.134000 , lr :0.001000
 Epoch : 1 , Step : 5000 , Loss : 800.254902 , Error: 0.124000 , lr :0.001000
 Epoch : 1 , Step : 5100 , Loss : 775.088715 , Error: 0.117000 , lr :0.001000
 Epoch : 1 , Step : 5200 , Loss : 836.957781 , Error: 0.135500 , lr :0.001000
 Epoch : 1 , Step : 5300 , Loss : 761.973390 , Error: 0.118000 , lr :0.001000
 Epoch : 1 , Step : 5400 , Loss : 743.865553 , Error: 0.114500 , lr :0.001000
 Epoch : 1 , Step : 5500 , Loss : 730.134939 , Error: 0.114000 , lr :0.001000
 Epoch : 2 , Step : 5600 , Loss : 712.588599 , Error: 0.111500 , lr :0.001000
 Epoch : 2 , Step : 5700 , Loss : 693.206026 , Error: 0.107000 , lr :0.001000
 Epoch : 2 , Step : 5800 , Loss : 655.942873 , Error: 0.099000 , lr :0.001000
 Epoch : 2 , Step : 5900 , Loss : 638.595560 , Error: 0.098000 , lr :0.001000
 Epoch : 2 , Step : 6000 , Loss : 714.205454 , Error: 0.118500 , lr :0.001000
 Epoch : 2 , Step : 6100 , Loss : 727.616792 , Error: 0.117500 , lr :0.001000
 Epoch : 2 , Step : 6200 , Loss : 677.056321 , Error: 0.101000 , lr :0.001000
 Epoch : 2 , Step : 6300 , Loss : 700.281125 , Error: 0.113500 , lr :0.001000
 Epoch : 2 , Step : 6400 , Loss : 633.728117 , Error: 0.098500 , lr :0.001000
 Epoch : 2 , Step : 6500 , Loss : 656.307147 , Error: 0.092500 , lr :0.001000
 Epoch : 2 , Step : 6600 , Loss : 725.132863 , Error: 0.110500 , lr :0.001000
 Epoch : 2 , Step : 6700 , Loss : 645.378522 , Error: 0.095500 , lr :0.001000
 Epoch : 2 , Step : 6800 , Loss : 597.221182 , Error: 0.097000 , lr :0.001000
 Epoch : 2 , Step : 6900 , Loss : 675.762441 , Error: 0.107500 , lr :0.001000
 Epoch : 2 , Step : 7000 , Loss : 594.345202 , Error: 0.097000 , lr :0.001000
 Epoch : 2 , Step : 7100 , Loss : 631.955031 , Error: 0.096500 , lr :0.001000
 Epoch : 2 , Step : 7200 , Loss : 641.651154 , Error: 0.109500 , lr :0.001000
 Epoch : 2 , Step : 7300 , Loss : 628.277312 , Error: 0.097500 , lr :0.001000
 Epoch : 2 , Step : 7400 , Loss : 592.934973 , Error: 0.096500 , lr :0.001000
 Epoch : 2 , Step : 7500 , Loss : 628.476594 , Error: 0.099000 , lr :0.001000
 Epoch : 2 , Step : 7600 , Loss : 600.382211 , Error: 0.089500 , lr :0.001000
 Epoch : 2 , Step : 7700 , Loss : 603.289757 , Error: 0.096000 , lr :0.001000
 Epoch : 2 , Step : 7800 , Loss : 576.916613 , Error: 0.084500 , lr :0.001000
 Epoch : 2 , Step : 7900 , Loss : 584.888745 , Error: 0.086000 , lr :0.001000
 Epoch : 2 , Step : 8000 , Loss : 599.705806 , Error: 0.096500 , lr :0.001000
 Epoch : 2 , Step : 8100 , Loss : 589.629444 , Error: 0.090000 , lr :0.001000
 Epoch : 2 , Step : 8200 , Loss : 563.880646 , Error: 0.081000 , lr :0.001000
 Epoch : 3 , Step : 8300 , Loss : 575.863372 , Error: 0.087000 , lr :0.001000
 Epoch : 3 , Step : 8400 , Loss : 533.736758 , Error: 0.088000 , lr :0.001000
 Epoch : 3 , Step : 8500 , Loss : 518.240578 , Error: 0.079000 , lr :0.001000
 Epoch : 3 , Step : 8600 , Loss : 541.277762 , Error: 0.085500 , lr :0.001000
 Epoch : 3 , Step : 8700 , Loss : 548.533147 , Error: 0.086000 , lr :0.001000
 Epoch : 3 , Step : 8800 , Loss : 488.068591 , Error: 0.067500 , lr :0.001000
 Epoch : 3 , Step : 8900 , Loss : 519.273765 , Error: 0.081500 , lr :0.001000
 Epoch : 3 , Step : 9000 , Loss : 577.545552 , Error: 0.088000 , lr :0.001000
 Epoch : 3 , Step : 9100 , Loss : 467.397240 , Error: 0.074500 , lr :0.001000
 Epoch : 3 , Step : 9200 , Loss : 517.240324 , Error: 0.078500 , lr :0.001000
 Epoch : 3 , Step : 9300 , Loss : 424.000867 , Error: 0.066000 , lr :0.001000
 Epoch : 3 , Step : 9400 , Loss : 553.524945 , Error: 0.081500 , lr :0.001000
 Epoch : 3 , Step : 9500 , Loss : 557.568778 , Error: 0.087500 , lr :0.001000
 Epoch : 3 , Step : 9600 , Loss : 539.911581 , Error: 0.083000 , lr :0.001000
 Epoch : 3 , Step : 9700 , Loss : 492.073862 , Error: 0.081000 , lr :0.001000
 Epoch : 3 , Step : 9800 , Loss : 501.753811 , Error: 0.080000 , lr :0.001000
 Epoch : 3 , Step : 9900 , Loss : 496.747664 , Error: 0.070000 , lr :0.001000
 Epoch : 3 , Step : 10000 , Loss : 431.759558 , Error: 0.062500 , lr :0.001000
 Epoch : 3 , Step : 10100 , Loss : 510.079467 , Error: 0.081500 , lr :0.001000
 Epoch : 3 , Step : 10200 , Loss : 490.444681 , Error: 0.078500 , lr :0.001000
 Epoch : 3 , Step : 10300 , Loss : 467.095554 , Error: 0.069500 , lr :0.001000
 Epoch : 3 , Step : 10400 , Loss : 515.801218 , Error: 0.075000 , lr :0.001000
 Epoch : 3 , Step : 10500 , Loss : 439.530617 , Error: 0.063500 , lr :0.001000
 Epoch : 3 , Step : 10600 , Loss : 489.328487 , Error: 0.077000 , lr :0.001000
 Epoch : 3 , Step : 10700 , Loss : 508.125195 , Error: 0.073000 , lr :0.001000
 Epoch : 3 , Step : 10800 , Loss : 475.605084 , Error: 0.078000 , lr :0.001000
 Epoch : 3 , Step : 10900 , Loss : 486.698656 , Error: 0.077500 , lr :0.001000
 Epoch : 3 , Step : 11000 , Loss : 477.329632 , Error: 0.076000 , lr :0.001000
 Epoch : 4 , Step : 11100 , Loss : 416.663999 , Error: 0.067000 , lr :0.001000
 Epoch : 4 , Step : 11200 , Loss : 492.214254 , Error: 0.075500 , lr :0.001000
 Epoch : 4 , Step : 11300 , Loss : 389.227445 , Error: 0.057500 , lr :0.001000
 Epoch : 4 , Step : 11400 , Loss : 430.803886 , Error: 0.065500 , lr :0.001000
 Epoch : 4 , Step : 11500 , Loss : 407.173962 , Error: 0.060500 , lr :0.001000
 Epoch : 4 , Step : 11600 , Loss : 455.891009 , Error: 0.069000 , lr :0.001000
 Epoch : 4 , Step : 11700 , Loss : 416.707997 , Error: 0.058000 , lr :0.001000
 Epoch : 4 , Step : 11800 , Loss : 448.909394 , Error: 0.066500 , lr :0.001000
 Epoch : 4 , Step : 11900 , Loss : 423.448522 , Error: 0.058500 , lr :0.001000
