 Epoch : 0 , Step : 100 , Loss : 4526.135785 , Error: 0.824500 , lr :0.001000
 Epoch : 0 , Step : 200 , Loss : 3999.628880 , Error: 0.604500 , lr :0.001000
 Epoch : 0 , Step : 300 , Loss : 3233.736161 , Error: 0.442000 , lr :0.001000
 Epoch : 0 , Step : 400 , Loss : 2624.187973 , Error: 0.348500 , lr :0.001000
 Epoch : 0 , Step : 500 , Loss : 2304.991438 , Error: 0.320000 , lr :0.001000
 Epoch : 0 , Step : 600 , Loss : 1930.892285 , Error: 0.266500 , lr :0.001000
 Epoch : 0 , Step : 700 , Loss : 1815.834428 , Error: 0.269000 , lr :0.001000
 Epoch : 0 , Step : 800 , Loss : 1634.926978 , Error: 0.249000 , lr :0.001000
 Epoch : 0 , Step : 900 , Loss : 1566.863299 , Error: 0.233000 , lr :0.001000
 Epoch : 0 , Step : 1000 , Loss : 1616.171260 , Error: 0.256500 , lr :0.001000
 Epoch : 0 , Step : 1100 , Loss : 1529.941992 , Error: 0.247500 , lr :0.001000
 Epoch : 0 , Step : 1200 , Loss : 1422.497103 , Error: 0.222000 , lr :0.001000
 Epoch : 0 , Step : 1300 , Loss : 1443.572533 , Error: 0.233000 , lr :0.001000
 Epoch : 0 , Step : 1400 , Loss : 1352.536289 , Error: 0.212500 , lr :0.001000
 Epoch : 0 , Step : 1500 , Loss : 1437.938915 , Error: 0.232000 , lr :0.001000
 Epoch : 0 , Step : 1600 , Loss : 1297.738947 , Error: 0.203000 , lr :0.001000
 Epoch : 0 , Step : 1700 , Loss : 1275.269848 , Error: 0.193500 , lr :0.001000
 Epoch : 0 , Step : 1800 , Loss : 1322.502964 , Error: 0.226000 , lr :0.001000
 Epoch : 0 , Step : 1900 , Loss : 1214.682459 , Error: 0.190500 , lr :0.001000
 Epoch : 0 , Step : 2000 , Loss : 1242.560569 , Error: 0.190000 , lr :0.001000
 Epoch : 0 , Step : 2100 , Loss : 1259.674052 , Error: 0.201500 , lr :0.001000
 Epoch : 0 , Step : 2200 , Loss : 1291.605883 , Error: 0.214500 , lr :0.001000
 Epoch : 0 , Step : 2300 , Loss : 1241.811823 , Error: 0.194500 , lr :0.001000
 Epoch : 0 , Step : 2400 , Loss : 1136.173612 , Error: 0.181500 , lr :0.001000
 Epoch : 0 , Step : 2500 , Loss : 1190.618195 , Error: 0.184000 , lr :0.001000
