 Epoch : 1 , Step : 100 , Loss : 4574.361623 , Error: 0.834500 , lr :0.001000
 Epoch : 1 , Step : 200 , Loss : 3921.894922 , Error: 0.500500 , lr :0.001000
 Epoch : 1 , Step : 300 , Loss : 3079.658323 , Error: 0.334000 , lr :0.001000
 Epoch : 1 , Step : 400 , Loss : 2501.422966 , Error: 0.301500 , lr :0.001000
 Epoch : 1 , Step : 500 , Loss : 2257.348521 , Error: 0.292500 , lr :0.001000
 Epoch : 1 , Step : 600 , Loss : 2029.823439 , Error: 0.260000 , lr :0.001000
 Epoch : 1 , Step : 700 , Loss : 1823.597907 , Error: 0.264000 , lr :0.001000
 Epoch : 1 , Step : 800 , Loss : 1721.336092 , Error: 0.244500 , lr :0.001000
 Epoch : 1 , Step : 900 , Loss : 1634.808424 , Error: 0.235500 , lr :0.001000
 Epoch : 1 , Step : 1000 , Loss : 1549.720848 , Error: 0.229000 , lr :0.001000
 Epoch : 1 , Step : 1100 , Loss : 1466.069695 , Error: 0.216500 , lr :0.001000
 Epoch : 1 , Step : 1200 , Loss : 1455.209426 , Error: 0.225500 , lr :0.001000
 Epoch : 1 , Step : 1300 , Loss : 1474.931057 , Error: 0.214500 , lr :0.001000
 Epoch : 1 , Step : 1400 , Loss : 1389.210138 , Error: 0.207500 , lr :0.001000
 Epoch : 1 , Step : 1500 , Loss : 1390.784202 , Error: 0.219500 , lr :0.001000
 Epoch : 1 , Step : 1600 , Loss : 1303.244579 , Error: 0.205500 , lr :0.001000
 Epoch : 1 , Step : 1700 , Loss : 1277.042502 , Error: 0.206000 , lr :0.001000
 Epoch : 1 , Step : 1800 , Loss : 1275.412088 , Error: 0.201500 , lr :0.001000
 Epoch : 1 , Step : 1900 , Loss : 1317.710166 , Error: 0.207000 , lr :0.001000
 Epoch : 1 , Step : 2000 , Loss : 1279.586594 , Error: 0.207500 , lr :0.001000
 Epoch : 1 , Step : 2100 , Loss : 1156.432739 , Error: 0.176500 , lr :0.001000
 Epoch : 1 , Step : 2200 , Loss : 1168.701971 , Error: 0.181500 , lr :0.001000
 Epoch : 1 , Step : 2300 , Loss : 1295.820276 , Error: 0.201000 , lr :0.001000
 Epoch : 1 , Step : 2400 , Loss : 1226.260739 , Error: 0.196000 , lr :0.001000
 Epoch : 1 , Step : 2500 , Loss : 1144.090448 , Error: 0.180000 , lr :0.001000
 Epoch : 1 , Step : 2600 , Loss : 1186.938633 , Error: 0.195500 , lr :0.001000
 Epoch : 1 , Step : 2700 , Loss : 1120.624060 , Error: 0.183000 , lr :0.001000
 Epoch : 2 , Step : 2800 , Loss : 1072.201326 , Error: 0.164500 , lr :0.001000
 Epoch : 2 , Step : 2900 , Loss : 1063.988961 , Error: 0.164500 , lr :0.001000
 Epoch : 2 , Step : 3000 , Loss : 972.768814 , Error: 0.152500 , lr :0.001000
 Epoch : 2 , Step : 3100 , Loss : 1049.991069 , Error: 0.178500 , lr :0.001000
 Epoch : 2 , Step : 3200 , Loss : 1039.652298 , Error: 0.162500 , lr :0.001000
 Epoch : 2 , Step : 3300 , Loss : 946.106212 , Error: 0.149000 , lr :0.001000
 Epoch : 2 , Step : 3400 , Loss : 978.972445 , Error: 0.142500 , lr :0.001000
 Epoch : 2 , Step : 3500 , Loss : 984.818309 , Error: 0.155000 , lr :0.001000
 Epoch : 2 , Step : 3600 , Loss : 923.605148 , Error: 0.150000 , lr :0.001000
 Epoch : 2 , Step : 3700 , Loss : 1022.841233 , Error: 0.162000 , lr :0.001000
 Epoch : 2 , Step : 3800 , Loss : 993.628385 , Error: 0.157500 , lr :0.001000
 Epoch : 2 , Step : 3900 , Loss : 947.852297 , Error: 0.149500 , lr :0.001000
 Epoch : 2 , Step : 4000 , Loss : 913.270094 , Error: 0.144500 , lr :0.001000
 Epoch : 2 , Step : 4100 , Loss : 856.951510 , Error: 0.129000 , lr :0.001000
 Epoch : 2 , Step : 4200 , Loss : 958.970903 , Error: 0.144000 , lr :0.001000
 Epoch : 2 , Step : 4300 , Loss : 926.448419 , Error: 0.143000 , lr :0.001000
 Epoch : 2 , Step : 4400 , Loss : 891.189785 , Error: 0.147500 , lr :0.001000
 Epoch : 2 , Step : 4500 , Loss : 899.870639 , Error: 0.146500 , lr :0.001000
 Epoch : 2 , Step : 4600 , Loss : 850.149450 , Error: 0.132000 , lr :0.001000
 Epoch : 2 , Step : 4700 , Loss : 821.228849 , Error: 0.124500 , lr :0.001000
 Epoch : 2 , Step : 4800 , Loss : 872.923338 , Error: 0.140500 , lr :0.001000
 Epoch : 2 , Step : 4900 , Loss : 749.813732 , Error: 0.114000 , lr :0.001000
 Epoch : 2 , Step : 5000 , Loss : 815.758567 , Error: 0.127000 , lr :0.001000
 Epoch : 2 , Step : 5100 , Loss : 805.457714 , Error: 0.123500 , lr :0.001000
 Epoch : 2 , Step : 5200 , Loss : 766.040766 , Error: 0.117500 , lr :0.001000
 Epoch : 2 , Step : 5300 , Loss : 738.109472 , Error: 0.112500 , lr :0.001000
 Epoch : 2 , Step : 5400 , Loss : 720.272233 , Error: 0.108000 , lr :0.001000
 Epoch : 2 , Step : 5500 , Loss : 803.381584 , Error: 0.129500 , lr :0.001000
 Epoch : 3 , Step : 5600 , Loss : 748.521695 , Error: 0.121500 , lr :0.001000
