 Epoch : 0 , Step : 100 , Loss : 4085.347693 , Error: 0.632000 , lr :0.001000
 Epoch : 0 , Step : 200 , Loss : 2833.514184 , Error: 0.297500 , lr :0.001000
 Epoch : 0 , Step : 300 , Loss : 2098.937792 , Error: 0.267000 , lr :0.001000
 Epoch : 0 , Step : 400 , Loss : 1725.212157 , Error: 0.240000 , lr :0.001000
 Epoch : 0 , Step : 500 , Loss : 1571.792656 , Error: 0.231500 , lr :0.001000
 Epoch : 0 , Step : 600 , Loss : 1487.229894 , Error: 0.225500 , lr :0.001000
 Epoch : 0 , Step : 700 , Loss : 1404.357165 , Error: 0.223500 , lr :0.001000
 Epoch : 0 , Step : 800 , Loss : 1353.941874 , Error: 0.211000 , lr :0.001000
 Epoch : 0 , Step : 900 , Loss : 1335.881713 , Error: 0.207000 , lr :0.001000
 Epoch : 0 , Step : 1000 , Loss : 1298.403282 , Error: 0.206500 , lr :0.001000
 Epoch : 0 , Step : 1100 , Loss : 1296.314149 , Error: 0.206500 , lr :0.001000
 Epoch : 0 , Step : 1200 , Loss : 1343.303468 , Error: 0.215500 , lr :0.001000
 Epoch : 0 , Step : 1300 , Loss : 1296.665762 , Error: 0.210000 , lr :0.001000
 Epoch : 0 , Step : 1400 , Loss : 1343.382483 , Error: 0.215500 , lr :0.001000
 Epoch : 0 , Step : 1500 , Loss : 1206.245133 , Error: 0.198500 , lr :0.001000
 Epoch : 0 , Step : 1600 , Loss : 1256.043586 , Error: 0.212000 , lr :0.001000
 Epoch : 0 , Step : 1700 , Loss : 1141.256034 , Error: 0.179500 , lr :0.001000
 Epoch : 0 , Step : 1800 , Loss : 1168.002842 , Error: 0.202500 , lr :0.001000
 Epoch : 0 , Step : 1900 , Loss : 1253.895682 , Error: 0.204000 , lr :0.001000
 Epoch : 0 , Step : 2000 , Loss : 1211.963970 , Error: 0.196000 , lr :0.001000
 Epoch : 0 , Step : 2100 , Loss : 1250.053772 , Error: 0.211000 , lr :0.001000
 Epoch : 0 , Step : 2200 , Loss : 1235.161000 , Error: 0.195000 , lr :0.001000
 Epoch : 0 , Step : 2300 , Loss : 1199.958790 , Error: 0.199500 , lr :0.001000
 Epoch : 0 , Step : 2400 , Loss : 1190.008346 , Error: 0.189000 , lr :0.001000
 Epoch : 0 , Step : 2500 , Loss : 1236.516363 , Error: 0.215000 , lr :0.001000
 Epoch : 0 , Step : 2600 , Loss : 1146.046344 , Error: 0.190000 , lr :0.001000
 Epoch : 0 , Step : 2700 , Loss : 1096.313944 , Error: 0.179000 , lr :0.001000
