 Epoch : 0 , Step : 100 , Loss : 4667.581695 , Error: 0.811500 , lr :0.001000
 Epoch : 0 , Step : 200 , Loss : 4109.401496 , Error: 0.660000 , lr :0.001000
 Epoch : 0 , Step : 300 , Loss : 3588.432515 , Error: 0.509500 , lr :0.001000
 Epoch : 0 , Step : 400 , Loss : 3156.918347 , Error: 0.406000 , lr :0.001000
 Epoch : 0 , Step : 500 , Loss : 2832.010580 , Error: 0.338500 , lr :0.001000
 Epoch : 0 , Step : 600 , Loss : 2540.807262 , Error: 0.314000 , lr :0.001000
 Epoch : 0 , Step : 700 , Loss : 2280.603625 , Error: 0.278000 , lr :0.001000
 Epoch : 0 , Step : 800 , Loss : 2142.033482 , Error: 0.282500 , lr :0.001000
 Epoch : 0 , Step : 900 , Loss : 2021.061413 , Error: 0.265500 , lr :0.001000
 Epoch : 0 , Step : 1000 , Loss : 1907.364653 , Error: 0.246500 , lr :0.001000
 Epoch : 0 , Step : 1100 , Loss : 1816.006321 , Error: 0.240500 , lr :0.001000
 Epoch : 0 , Step : 1200 , Loss : 1827.119236 , Error: 0.263000 , lr :0.001000
 Epoch : 0 , Step : 1300 , Loss : 1710.648905 , Error: 0.239000 , lr :0.001000
 Epoch : 0 , Step : 1400 , Loss : 1645.154691 , Error: 0.239500 , lr :0.001000
 Epoch : 0 , Step : 1500 , Loss : 1634.466952 , Error: 0.233000 , lr :0.001000
 Epoch : 0 , Step : 1600 , Loss : 1588.226850 , Error: 0.242500 , lr :0.001000
 Epoch : 0 , Step : 1700 , Loss : 1521.590041 , Error: 0.217000 , lr :0.001000
 Epoch : 0 , Step : 1800 , Loss : 1489.535803 , Error: 0.222000 , lr :0.001000
 Epoch : 0 , Step : 1900 , Loss : 1425.454541 , Error: 0.214000 , lr :0.001000
 Epoch : 0 , Step : 2000 , Loss : 1336.784388 , Error: 0.190500 , lr :0.001000
 Epoch : 0 , Step : 2100 , Loss : 1485.471907 , Error: 0.226000 , lr :0.001000
 Epoch : 0 , Step : 2200 , Loss : 1400.701427 , Error: 0.216000 , lr :0.001000
 Epoch : 0 , Step : 2300 , Loss : 1403.659373 , Error: 0.207500 , lr :0.001000
 Epoch : 0 , Step : 2400 , Loss : 1184.205387 , Error: 0.172000 , lr :0.001000
 Epoch : 0 , Step : 2500 , Loss : 1319.669282 , Error: 0.206500 , lr :0.001000
 Epoch : 0 , Step : 2600 , Loss : 1277.363530 , Error: 0.184000 , lr :0.001000
 Epoch : 0 , Step : 2700 , Loss : 1192.993467 , Error: 0.177500 , lr :0.001000
 Epoch : 1 , Step : 2800 , Loss : 1241.087307 , Error: 0.188000 , lr :0.001000
 Epoch : 1 , Step : 2900 , Loss : 1203.914397 , Error: 0.186500 , lr :0.001000
 Epoch : 1 , Step : 3000 , Loss : 1217.261677 , Error: 0.184000 , lr :0.001000
 Epoch : 1 , Step : 3100 , Loss : 1238.820783 , Error: 0.183000 , lr :0.001000
 Epoch : 1 , Step : 3200 , Loss : 1141.684938 , Error: 0.170500 , lr :0.001000
 Epoch : 1 , Step : 3300 , Loss : 1152.166734 , Error: 0.165500 , lr :0.001000
 Epoch : 1 , Step : 3400 , Loss : 1153.467400 , Error: 0.167000 , lr :0.001000
 Epoch : 1 , Step : 3500 , Loss : 1084.663910 , Error: 0.168500 , lr :0.001000
 Epoch : 1 , Step : 3600 , Loss : 1040.439622 , Error: 0.152500 , lr :0.001000
 Epoch : 1 , Step : 3700 , Loss : 1013.010677 , Error: 0.154000 , lr :0.001000
 Epoch : 1 , Step : 3800 , Loss : 1116.951137 , Error: 0.172000 , lr :0.001000
 Epoch : 1 , Step : 3900 , Loss : 1052.395365 , Error: 0.159000 , lr :0.001000
 Epoch : 1 , Step : 4000 , Loss : 1068.903009 , Error: 0.160500 , lr :0.001000
 Epoch : 1 , Step : 4100 , Loss : 1067.697227 , Error: 0.160000 , lr :0.001000
 Epoch : 1 , Step : 4200 , Loss : 966.900705 , Error: 0.148500 , lr :0.001000
 Epoch : 1 , Step : 4300 , Loss : 989.448985 , Error: 0.151000 , lr :0.001000
 Epoch : 1 , Step : 4400 , Loss : 982.663264 , Error: 0.152500 , lr :0.001000
 Epoch : 1 , Step : 4500 , Loss : 947.675032 , Error: 0.150000 , lr :0.001000
 Epoch : 1 , Step : 4600 , Loss : 951.968382 , Error: 0.152500 , lr :0.001000
 Epoch : 1 , Step : 4700 , Loss : 890.203661 , Error: 0.130000 , lr :0.001000
 Epoch : 1 , Step : 4800 , Loss : 890.685285 , Error: 0.132500 , lr :0.001000
 Epoch : 1 , Step : 4900 , Loss : 950.300654 , Error: 0.138500 , lr :0.001000
 Epoch : 1 , Step : 5000 , Loss : 925.512551 , Error: 0.138000 , lr :0.001000
 Epoch : 1 , Step : 5100 , Loss : 922.112036 , Error: 0.140500 , lr :0.001000
 Epoch : 1 , Step : 5200 , Loss : 930.477143 , Error: 0.136000 , lr :0.001000
 Epoch : 1 , Step : 5300 , Loss : 923.348163 , Error: 0.136500 , lr :0.001000
 Epoch : 1 , Step : 5400 , Loss : 796.197505 , Error: 0.118500 , lr :0.001000
