 Epoch : 0 , Step : 100 , Loss : 4186.584037 , Error: 0.645500 , lr :0.001000
 Epoch : 0 , Step : 200 , Loss : 3263.628071 , Error: 0.370000 , lr :0.001000
 Epoch : 0 , Step : 300 , Loss : 2571.003085 , Error: 0.304000 , lr :0.001000
 Epoch : 0 , Step : 400 , Loss : 2119.528557 , Error: 0.264000 , lr :0.001000
 Epoch : 0 , Step : 500 , Loss : 1877.674926 , Error: 0.258500 , lr :0.001000
 Epoch : 0 , Step : 600 , Loss : 1748.735497 , Error: 0.247000 , lr :0.001000
 Epoch : 0 , Step : 700 , Loss : 1593.543570 , Error: 0.233500 , lr :0.001000
 Epoch : 0 , Step : 800 , Loss : 1527.432892 , Error: 0.228000 , lr :0.001000
 Epoch : 0 , Step : 900 , Loss : 1426.927844 , Error: 0.206000 , lr :0.001000
 Epoch : 0 , Step : 1000 , Loss : 1345.350128 , Error: 0.205000 , lr :0.001000
 Epoch : 0 , Step : 1100 , Loss : 1383.962831 , Error: 0.217500 , lr :0.001000
 Epoch : 0 , Step : 1200 , Loss : 1333.204290 , Error: 0.199000 , lr :0.001000
 Epoch : 0 , Step : 1300 , Loss : 1331.679570 , Error: 0.215500 , lr :0.001000
 Epoch : 0 , Step : 1400 , Loss : 1327.708190 , Error: 0.208000 , lr :0.001000
 Epoch : 0 , Step : 1500 , Loss : 1356.877194 , Error: 0.212500 , lr :0.001000
 Epoch : 0 , Step : 1600 , Loss : 1292.181173 , Error: 0.205500 , lr :0.001000
 Epoch : 0 , Step : 1700 , Loss : 1305.900766 , Error: 0.202500 , lr :0.001000
 Epoch : 0 , Step : 1800 , Loss : 1192.763134 , Error: 0.187500 , lr :0.001000
 Epoch : 0 , Step : 1900 , Loss : 1234.585302 , Error: 0.203500 , lr :0.001000
 Epoch : 0 , Step : 2000 , Loss : 1216.966301 , Error: 0.185000 , lr :0.001000
 Epoch : 0 , Step : 2100 , Loss : 1231.513370 , Error: 0.208500 , lr :0.001000
 Epoch : 0 , Step : 2200 , Loss : 1204.618818 , Error: 0.199500 , lr :0.001000
 Epoch : 0 , Step : 2300 , Loss : 1206.158915 , Error: 0.203000 , lr :0.001000
 Epoch : 0 , Step : 2400 , Loss : 1179.806367 , Error: 0.183000 , lr :0.001000
 Epoch : 0 , Step : 2500 , Loss : 1204.488323 , Error: 0.190000 , lr :0.001000
 Epoch : 0 , Step : 2600 , Loss : 1162.589944 , Error: 0.187500 , lr :0.001000
 Epoch : 0 , Step : 2700 , Loss : 1132.921393 , Error: 0.181000 , lr :0.001000
 Epoch : 1 , Step : 2800 , Loss : 1070.763879 , Error: 0.179500 , lr :0.001000
 Epoch : 1 , Step : 2900 , Loss : 1146.837702 , Error: 0.190000 , lr :0.001000
 Epoch : 1 , Step : 3000 , Loss : 1101.646343 , Error: 0.172000 , lr :0.001000
 Epoch : 1 , Step : 3100 , Loss : 1116.604229 , Error: 0.185500 , lr :0.001000
 Epoch : 1 , Step : 3200 , Loss : 1199.608553 , Error: 0.198500 , lr :0.001000
 Epoch : 1 , Step : 3300 , Loss : 1080.687760 , Error: 0.175500 , lr :0.001000
 Epoch : 1 , Step : 3400 , Loss : 1097.455588 , Error: 0.175500 , lr :0.001000
 Epoch : 1 , Step : 3500 , Loss : 1057.897131 , Error: 0.165000 , lr :0.001000
 Epoch : 1 , Step : 3600 , Loss : 1063.061702 , Error: 0.175500 , lr :0.001000
 Epoch : 1 , Step : 3700 , Loss : 1059.935941 , Error: 0.169000 , lr :0.001000
 Epoch : 1 , Step : 3800 , Loss : 1078.453046 , Error: 0.153000 , lr :0.001000
 Epoch : 1 , Step : 3900 , Loss : 1018.020932 , Error: 0.172000 , lr :0.001000
 Epoch : 1 , Step : 4000 , Loss : 1032.259103 , Error: 0.176000 , lr :0.001000
 Epoch : 1 , Step : 4100 , Loss : 1020.834914 , Error: 0.160500 , lr :0.001000
 Epoch : 1 , Step : 4200 , Loss : 1007.059083 , Error: 0.157500 , lr :0.001000
 Epoch : 1 , Step : 4300 , Loss : 968.295246 , Error: 0.147000 , lr :0.001000
 Epoch : 1 , Step : 4400 , Loss : 1009.812739 , Error: 0.152500 , lr :0.001000
 Epoch : 1 , Step : 4500 , Loss : 1057.507780 , Error: 0.159000 , lr :0.001000
 Epoch : 1 , Step : 4600 , Loss : 948.598814 , Error: 0.149500 , lr :0.001000
 Epoch : 1 , Step : 4700 , Loss : 1009.269539 , Error: 0.158000 , lr :0.001000
 Epoch : 1 , Step : 4800 , Loss : 985.343212 , Error: 0.162000 , lr :0.001000
 Epoch : 1 , Step : 4900 , Loss : 941.231023 , Error: 0.148500 , lr :0.001000
 Epoch : 1 , Step : 5000 , Loss : 926.526037 , Error: 0.146000 , lr :0.001000
 Epoch : 1 , Step : 5100 , Loss : 908.615593 , Error: 0.138500 , lr :0.001000
 Epoch : 1 , Step : 5200 , Loss : 988.673422 , Error: 0.151000 , lr :0.001000
 Epoch : 1 , Step : 5300 , Loss : 926.416786 , Error: 0.149500 , lr :0.001000
 Epoch : 1 , Step : 5400 , Loss : 929.615043 , Error: 0.148500 , lr :0.001000
 Epoch : 1 , Step : 5500 , Loss : 921.142107 , Error: 0.141500 , lr :0.001000
 Epoch : 2 , Step : 5600 , Loss : 953.294154 , Error: 0.151000 , lr :0.001000
 Epoch : 2 , Step : 5700 , Loss : 899.523181 , Error: 0.137500 , lr :0.001000
 Epoch : 2 , Step : 5800 , Loss : 838.322684 , Error: 0.136000 , lr :0.001000
 Epoch : 2 , Step : 5900 , Loss : 871.873048 , Error: 0.140000 , lr :0.001000
 Epoch : 2 , Step : 6000 , Loss : 823.066963 , Error: 0.132000 , lr :0.001000
 Epoch : 2 , Step : 6100 , Loss : 887.331088 , Error: 0.141000 , lr :0.001000
 Epoch : 2 , Step : 6200 , Loss : 799.052327 , Error: 0.117500 , lr :0.001000
 Epoch : 2 , Step : 6300 , Loss : 845.886314 , Error: 0.131500 , lr :0.001000
 Epoch : 2 , Step : 6400 , Loss : 757.441970 , Error: 0.122500 , lr :0.001000
 Epoch : 2 , Step : 6500 , Loss : 928.351070 , Error: 0.140500 , lr :0.001000
 Epoch : 2 , Step : 6600 , Loss : 859.109069 , Error: 0.135000 , lr :0.001000
 Epoch : 2 , Step : 6700 , Loss : 747.320943 , Error: 0.115000 , lr :0.001000
 Epoch : 2 , Step : 6800 , Loss : 832.843345 , Error: 0.123500 , lr :0.001000
 Epoch : 2 , Step : 6900 , Loss : 780.213259 , Error: 0.125500 , lr :0.001000
 Epoch : 2 , Step : 7000 , Loss : 795.982795 , Error: 0.130000 , lr :0.001000
 Epoch : 2 , Step : 7100 , Loss : 821.877866 , Error: 0.131000 , lr :0.001000
 Epoch : 2 , Step : 7200 , Loss : 795.592539 , Error: 0.125500 , lr :0.001000
 Epoch : 2 , Step : 7300 , Loss : 802.452714 , Error: 0.122000 , lr :0.001000
 Epoch : 2 , Step : 7400 , Loss : 813.840695 , Error: 0.129000 , lr :0.001000
 Epoch : 2 , Step : 7500 , Loss : 753.333963 , Error: 0.112000 , lr :0.001000
 Epoch : 2 , Step : 7600 , Loss : 759.042198 , Error: 0.120000 , lr :0.001000
 Epoch : 2 , Step : 7700 , Loss : 779.427972 , Error: 0.115500 , lr :0.001000
 Epoch : 2 , Step : 7800 , Loss : 777.423872 , Error: 0.121000 , lr :0.001000
 Epoch : 2 , Step : 7900 , Loss : 815.573237 , Error: 0.121000 , lr :0.001000
 Epoch : 2 , Step : 8000 , Loss : 705.686737 , Error: 0.113000 , lr :0.001000
 Epoch : 2 , Step : 8100 , Loss : 761.176484 , Error: 0.113500 , lr :0.001000
 Epoch : 2 , Step : 8200 , Loss : 748.871106 , Error: 0.115500 , lr :0.001000
 Epoch : 3 , Step : 8300 , Loss : 720.950652 , Error: 0.111500 , lr :0.001000
 Epoch : 3 , Step : 8400 , Loss : 659.518284 , Error: 0.091000 , lr :0.001000
 Epoch : 3 , Step : 8500 , Loss : 771.736511 , Error: 0.112500 , lr :0.001000
 Epoch : 3 , Step : 8600 , Loss : 726.331498 , Error: 0.114500 , lr :0.001000
 Epoch : 3 , Step : 8700 , Loss : 698.940222 , Error: 0.112500 , lr :0.001000
 Epoch : 3 , Step : 8800 , Loss : 720.933123 , Error: 0.110500 , lr :0.001000
 Epoch : 3 , Step : 8900 , Loss : 687.184594 , Error: 0.106000 , lr :0.001000
 Epoch : 3 , Step : 9000 , Loss : 732.829603 , Error: 0.117000 , lr :0.001000
 Epoch : 3 , Step : 9100 , Loss : 676.164420 , Error: 0.101000 , lr :0.001000
 Epoch : 3 , Step : 9200 , Loss : 698.430707 , Error: 0.103000 , lr :0.001000
 Epoch : 3 , Step : 9300 , Loss : 706.847687 , Error: 0.105500 , lr :0.001000
 Epoch : 3 , Step : 9400 , Loss : 590.005519 , Error: 0.097500 , lr :0.001000
 Epoch : 3 , Step : 9500 , Loss : 765.149448 , Error: 0.109500 , lr :0.001000
 Epoch : 3 , Step : 9600 , Loss : 596.384775 , Error: 0.097000 , lr :0.001000
 Epoch : 3 , Step : 9700 , Loss : 611.265884 , Error: 0.097000 , lr :0.001000
 Epoch : 3 , Step : 9800 , Loss : 748.867910 , Error: 0.117000 , lr :0.001000
 Epoch : 3 , Step : 9900 , Loss : 704.092394 , Error: 0.103500 , lr :0.001000
 Epoch : 3 , Step : 10000 , Loss : 681.130934 , Error: 0.100500 , lr :0.001000
